Player,Year,FirstServe,FirstServePointsWon,FirstServeReturnPointsWon,SecondServePointsWon,SecondServeReturnPointsWon,Aces,BreakPointsConverted,BreakPointsFaced,BreakPointsOpportunities,BreakPointsSaved,DoubleFaults,ReturnGamesPlayed,ReturnGamesWon,ReturnPointsWon,ServiceGamesPlayed,ServiceGamesWon,TotalPointsWon,TotalServicePointsWon,Wins,Losses,Winnings,Ranking
Quentin Halys,2015,0.66,0.68,0.19,0.48,0.35,16,0.13,12,8,0.58,6,26,0.04,0.25,26,0.81,0.44,0.61,0,2,68097,118
Damir Dzumhur,2016,0.66,0.63,0.32,0.51,0.5,107,0.45,375,342,0.58,95,546,0.28,0.39,541,0.71,0.49,0.59,23,22,535649,31
Carlos Berlocq,2012,0.66,0.66,0.34,0.48,0.5,163,0.4,410,444,0.58,146,619,0.29,0.4,612,0.72,0.5,0.6,25,31,481339,114
Lorenzo Giustino,2017,0.66,0.63,0.17,0.35,0.4,1,0.0,7,2,0.43,4,8,0.0,0.25,9,0.56,0.41,0.53,0,1,65080,267
Ruben Bemelmans,2017,0.66,0.69,0.26,0.55,0.44,66,0.28,67,76,0.58,24,152,0.14,0.33,153,0.82,0.49,0.64,6,5,289066,108
Marco Cecchinato,2017,0.66,0.65,0.27,0.4,0.48,14,0.37,44,35,0.41,20,66,0.2,0.35,68,0.62,0.46,0.57,1,5,180091,100
Denis Istomin,2017,0.66,0.72,0.27,0.49,0.46,276,0.36,237,195,0.63,54,426,0.16,0.34,431,0.8,0.49,0.64,17,18,699224,88
Edan Leshem,2017,0.66,0.59,0.18,0.57,0.35,5,0.0,5,0,0.4,2,9,0.0,0.25,9,0.67,0.42,0.58,0,3,38775,299
Dusan Lajovic,2016,0.66,0.71,0.24,0.54,0.47,166,0.36,203,203,0.58,79,468,0.16,0.33,465,0.82,0.49,0.65,19,23,463904,93
Philipp Kohlschreiber,2009,0.66,0.7,0.3,0.56,0.5,320,0.41,403,452,0.66,117,779,0.24,0.38,785,0.82,0.51,0.65,40,25,743198,40
Mischa Zverev,2010,0.66,0.67,0.29,0.47,0.48,107,0.38,210,176,0.53,68,343,0.2,0.36,334,0.71,0.48,0.6,13,18,299249,55
Julien Benneteau,2015,0.66,0.72,0.21,0.53,0.4,36,0.24,20,21,0.3,10,63,0.08,0.28,63,0.78,0.46,0.65,1,5,74679,57
Julien Benneteau,2010,0.66,0.7,0.27,0.48,0.52,302,0.41,329,319,0.59,159,564,0.23,0.37,561,0.76,0.5,0.62,26,19,477598,57
Julien Benneteau,2009,0.66,0.7,0.29,0.48,0.5,302,0.4,379,366,0.59,175,678,0.22,0.37,687,0.77,0.5,0.62,26,28,531313,57
Mate Delic,2014,0.66,0.67,0.24,0.5,0.55,27,0.58,47,26,0.55,6,76,0.2,0.35,78,0.73,0.49,0.62,3,6,86968,411
Paolo Lorenzi,2011,0.66,0.67,0.29,0.42,0.53,9,0.41,37,27,0.51,14,52,0.21,0.37,52,0.65,0.48,0.58,2,3,97080,63
Nicolas Jarry,2016,0.66,0.67,0.25,0.49,0.45,11,0.31,15,13,0.6,4,23,0.17,0.34,22,0.73,0.47,0.61,0,4,39277,65
Fernando Verdasco,2014,0.66,0.72,0.3,0.51,0.49,260,0.39,341,358,0.66,218,638,0.22,0.37,645,0.82,0.51,0.65,26,20,799398,37
Maximilian Marterer,2016,0.66,0.6,0.21,0.38,0.39,2,0.25,18,8,0.56,5,18,0.11,0.28,18,0.56,0.42,0.52,0,2,44781,73
Maxime Hamou,2015,0.66,0.62,0.28,0.46,0.41,4,0.24,28,17,0.61,3,29,0.14,0.33,28,0.61,0.45,0.57,0,2,61755,431
Ivo Karlovic,2011,0.66,0.8,0.21,0.5,0.4,632,0.33,162,124,0.7,98,475,0.09,0.28,478,0.9,0.49,0.7,16,21,413168,76
Alexander Ward,2017,0.66,0.63,0.13,0.4,0.45,3,0.5,15,2,0.6,5,17,0.06,0.29,17,0.65,0.43,0.55,0,1,73226,315
Matthew Ebden,2010,0.66,0.72,0.25,0.54,0.39,19,0.5,16,10,0.56,3,34,0.15,0.3,34,0.79,0.49,0.66,1,2,59717,78
Yuki Bhambri,2017,0.66,0.7,0.31,0.54,0.56,20,0.39,41,70,0.61,21,93,0.29,0.41,92,0.83,0.53,0.65,8,4,140914,83
Juan Martin del Potro,2014,0.66,0.76,0.26,0.56,0.48,111,0.44,46,62,0.65,16,127,0.21,0.35,127,0.87,0.52,0.69,7,3,186933,6
Maximo Gonzalez,2013,0.66,0.73,0.31,0.45,0.53,12,0.33,16,24,0.69,8,34,0.24,0.4,33,0.85,0.51,0.64,1,1,76818,538
Denis Istomin,2010,0.66,0.71,0.28,0.53,0.48,389,0.4,381,384,0.62,88,716,0.21,0.36,720,0.8,0.5,0.65,32,29,525307,88
Denis Istomin,2009,0.66,0.7,0.26,0.49,0.47,192,0.38,207,180,0.61,79,373,0.18,0.35,372,0.78,0.49,0.63,16,18,264643,88
Jimmy Wang,2013,0.66,0.64,0.31,0.46,0.4,20,0.32,40,37,0.48,12,61,0.2,0.34,59,0.64,0.46,0.58,0,2,15377,1017
Daniel Evans,2009,0.66,0.54,0.23,0.3,0.47,3,1.0,15,3,0.47,5,13,0.23,0.3,13,0.38,0.4,0.46,0,3,43766,994
Maximo Gonzalez,2017,0.66,0.64,0.33,0.43,0.54,1,0.63,25,16,0.68,7,30,0.33,0.41,29,0.72,0.5,0.57,1,1,65667,538
Bernard Tomic,2012,0.66,0.67,0.29,0.5,0.47,238,0.33,342,333,0.61,72,576,0.19,0.36,584,0.77,0.49,0.62,26,27,495172,182
Philip Bester,2015,0.66,0.61,0.16,0.5,0.39,4,0.0,5,2,0.4,4,9,0.0,0.29,8,0.63,0.42,0.57,0,1,12882,849
Pablo Andujar,2016,0.66,0.66,0.24,0.44,0.54,16,0.44,64,41,0.52,20,94,0.19,0.37,93,0.67,0.48,0.58,1,7,86965,154
Pablo Andujar,2015,0.66,0.65,0.3,0.52,0.53,86,0.42,314,291,0.6,87,486,0.25,0.39,488,0.74,0.5,0.6,17,23,701494,154
Pablo Andujar,2014,0.66,0.64,0.32,0.52,0.53,68,0.42,300,338,0.57,102,487,0.29,0.41,479,0.73,0.5,0.6,22,23,673282,154
Pablo Andujar,2010,0.66,0.64,0.31,0.5,0.53,22,0.4,117,136,0.52,42,200,0.27,0.4,195,0.71,0.49,0.59,8,8,174048,154
John-Patrick Smith,2016,0.66,0.68,0.26,0.51,0.44,29,0.5,41,24,0.61,14,68,0.18,0.34,68,0.76,0.48,0.62,2,4,78413,238
Matthias Bachinger,2014,0.66,0.75,0.27,0.54,0.46,54,0.39,29,36,0.59,12,81,0.17,0.34,84,0.86,0.51,0.68,4,2,148491,160
Mate Pavic,2014,0.66,0.71,0.24,0.45,0.36,37,0.44,20,9,0.7,9,37,0.11,0.28,38,0.84,0.47,0.62,18,18,104010,938
Alessandro Giannessi,2017,0.66,0.64,0.28,0.49,0.49,61,0.33,146,108,0.66,55,178,0.2,0.37,180,0.73,0.48,0.59,6,9,189513,164
David Vega Hernandez,2015,0.66,0.52,0.23,0.41,0.33,1,0.0,7,0,0.43,1,8,0.0,0.27,7,0.43,0.38,0.48,0,0,3163,577
Bradley Klahn,2012,0.66,0.63,0.34,0.44,0.49,22,0.55,49,22,0.63,13,52,0.23,0.39,51,0.65,0.48,0.56,1,2,58820,165
Jurgen Melzer,2014,0.66,0.67,0.29,0.5,0.5,138,0.38,253,247,0.58,90,425,0.22,0.37,422,0.75,0.49,0.61,16,20,419544,581
Aleksandr Nedovyesov,2014,0.66,0.68,0.25,0.5,0.45,113,0.33,132,110,0.53,31,250,0.14,0.33,251,0.75,0.47,0.62,4,14,299389,242
Juan Ignacio Londero,2013,0.66,0.7,0.05,0.83,0.38,1,0.0,4,0,0.75,1,11,0.0,0.12,11,0.91,0.46,0.75,0,1,21736,218
Victor Estrella Burgos,2017,0.66,0.7,0.22,0.51,0.47,76,0.34,147,102,0.62,54,255,0.14,0.32,254,0.78,0.48,0.63,9,10,354189,171
Victor Estrella Burgos,2016,0.66,0.65,0.26,0.51,0.49,100,0.44,236,158,0.64,75,339,0.21,0.35,336,0.75,0.48,0.6,14,19,388180,171
Jurgen Melzer,2013,0.66,0.68,0.29,0.5,0.48,214,0.36,338,349,0.6,134,600,0.21,0.36,594,0.77,0.49,0.62,25,27,785286,581
Casper Ruud,2017,0.66,0.68,0.25,0.5,0.45,50,0.41,87,59,0.66,33,138,0.17,0.33,138,0.78,0.48,0.62,7,9,222118,201
Alex Bolt,2015,0.66,0.64,0.22,0.5,0.42,3,0.0,7,4,0.57,4,9,0.0,0.3,9,0.67,0.45,0.59,2,1,22817,177
Jerzy Janowicz,2015,0.66,0.72,0.26,0.48,0.48,390,0.35,291,287,0.65,189,552,0.18,0.34,545,0.81,0.49,0.64,24,24,588781,178
Takuto Niki,2015,0.66,0.54,0.21,0.53,0.53,3,0.5,6,2,0.33,3,10,0.1,0.32,9,0.56,0.42,0.54,0,0,2758,753
Andre Ghem,2016,0.66,0.65,0.29,0.58,0.52,0,0.63,12,8,0.67,1,16,0.31,0.41,17,0.76,0.52,0.62,0,1,54147,661
Andrej Martin,2017,0.66,0.6,0.38,0.51,0.49,8,0.55,30,20,0.67,8,34,0.32,0.42,34,0.71,0.5,0.57,2,2,71696,145
Gael Monfils,2013,0.66,0.71,0.32,0.49,0.48,424,0.4,373,439,0.64,201,692,0.25,0.38,686,0.8,0.51,0.64,33,22,634166,42
Mathias Bourgue,2016,0.66,0.66,0.38,0.45,0.51,9,0.39,25,31,0.48,8,40,0.3,0.43,39,0.67,0.5,0.59,1,1,129687,245
Simone Bolelli,2015,0.66,0.72,0.27,0.55,0.46,220,0.4,281,272,0.65,85,617,0.18,0.35,618,0.84,0.5,0.66,28,26,634090,144
Maximo Gonzalez,2011,0.66,0.6,0.3,0.49,0.45,24,0.39,149,99,0.57,36,204,0.19,0.35,198,0.68,0.46,0.57,3,13,235001,538
Di Wu,2016,0.66,0.62,0.32,0.44,0.52,10,0.47,40,30,0.45,8,54,0.26,0.4,56,0.61,0.48,0.56,0,2,15966,249
Blaz Kavcic,2014,0.66,0.68,0.29,0.47,0.51,70,0.42,94,76,0.64,38,137,0.23,0.38,136,0.75,0.5,0.61,7,7,231038,127
Ze Zhang,2017,0.66,0.72,0.27,0.3,0.43,12,0.12,16,25,0.31,14,29,0.1,0.34,28,0.61,0.45,0.57,1,4,91205,248
Rogerio Dutra Silva,2014,0.66,0.6,0.25,0.5,0.47,5,0.5,19,10,0.63,4,24,0.21,0.36,23,0.7,0.47,0.57,0,0,3202,125
Mikael Ymer,2015,0.65,0.68,0.27,0.5,0.44,3,0.5,4,6,0.0,5,17,0.18,0.33,17,0.76,0.47,0.62,2,1,12211,358
James Ward,2014,0.65,0.66,0.26,0.5,0.46,56,0.31,100,72,0.56,29,162,0.14,0.33,161,0.73,0.47,0.6,5,12,243163,798
Jiri Vesely,2015,0.65,0.72,0.28,0.52,0.47,347,0.42,319,290,0.62,151,618,0.2,0.36,617,0.8,0.5,0.65,24,30,694121,72
Daniel Brands,2017,0.65,0.7,0.29,0.41,0.33,35,0.32,41,22,0.66,26,62,0.11,0.3,60,0.77,0.46,0.6,1,4,97966,428
Kevin King,2013,0.65,0.63,0.25,0.5,0.25,7,0.25,10,4,0.7,4,11,0.09,0.25,10,0.7,0.44,0.59,0,1,12477,172
Facundo Arguello,2016,0.65,0.71,0.19,0.47,0.42,2,0.2,8,5,0.5,6,21,0.05,0.28,21,0.81,0.46,0.63,1,1,13426,253
Tommy Robredo,2017,0.65,0.64,0.27,0.48,0.52,38,0.47,138,85,0.6,28,190,0.21,0.36,187,0.71,0.47,0.58,5,7,42595,202
Horacio Zeballos,2009,0.65,0.7,0.23,0.56,0.51,68,0.43,67,49,0.7,27,128,0.16,0.33,132,0.85,0.5,0.65,5,5,214799,67
Daniel Gimeno-Traver,2009,0.65,0.68,0.27,0.46,0.48,93,0.38,204,153,0.55,83,346,0.17,0.35,346,0.73,0.48,0.6,9,20,271361,272
Kenny De Schepper,2014,0.65,0.73,0.21,0.47,0.42,240,0.22,146,85,0.64,135,301,0.06,0.28,298,0.82,0.47,0.64,7,19,366921,174
Guido Pella,2012,0.65,0.61,0.37,0.38,0.45,2,0.42,14,12,0.43,6,19,0.26,0.4,20,0.6,0.47,0.53,0,1,148677,60
Javier Marti,2011,0.65,0.6,0.29,0.48,0.51,14,0.37,58,46,0.55,25,69,0.25,0.38,67,0.61,0.47,0.56,1,4,74411,265
Guido Pella,2017,0.65,0.69,0.28,0.52,0.51,149,0.39,230,219,0.64,75,392,0.22,0.38,395,0.79,0.5,0.63,16,18,458671,60
Christian Lindell,2010,0.65,0.62,0.22,0.46,0.63,8,0.5,8,4,0.38,2,13,0.15,0.33,13,0.62,0.44,0.57,0,1,16926,357
Nicola Kuhn,2017,0.65,0.65,0.3,0.55,0.35,7,0.67,4,3,0.25,5,12,0.17,0.33,12,0.75,0.47,0.61,0,1,45446,196
Victor Estrella Burgos,2015,0.65,0.67,0.25,0.51,0.46,117,0.4,231,172,0.57,71,401,0.17,0.33,395,0.75,0.48,0.61,20,20,482456,171
Julien Benneteau,2012,0.65,0.71,0.3,0.49,0.51,334,0.42,352,369,0.62,190,655,0.24,0.38,646,0.79,0.51,0.63,27,23,591247,57
Thiago Monteiro,2017,0.65,0.69,0.25,0.5,0.45,154,0.38,263,195,0.57,104,442,0.17,0.34,446,0.75,0.48,0.62,13,24,452632,126
Frances Tiafoe,2016,0.65,0.69,0.25,0.53,0.5,40,0.38,51,48,0.53,18,101,0.18,0.35,100,0.76,0.49,0.63,1,6,182813,56
Mischa Zverev,2009,0.65,0.69,0.3,0.48,0.49,176,0.43,331,258,0.66,75,486,0.23,0.37,475,0.76,0.5,0.61,15,24,340699,55
Bernard Tomic,2010,0.65,0.65,0.25,0.46,0.45,30,0.37,81,57,0.59,24,109,0.19,0.34,110,0.7,0.47,0.58,4,6,93606,182
Facundo Arguello,2015,0.65,0.56,0.26,0.45,0.41,14,0.44,41,16,0.41,13,55,0.13,0.31,55,0.56,0.42,0.52,1,1,10206,253
Dennis Novak,2017,0.65,0.68,0.28,0.5,0.45,13,0.6,19,10,0.74,12,30,0.2,0.35,30,0.83,0.5,0.62,1,1,55827,194
Flavio Cipolla,2011,0.65,0.59,0.28,0.49,0.51,12,0.47,145,97,0.53,54,186,0.25,0.37,181,0.62,0.47,0.55,0,1,12790,649
Ivo Karlovic,2017,0.65,0.82,0.18,0.56,0.41,730,0.29,123,110,0.72,178,509,0.06,0.26,506,0.93,0.5,0.73,15,20,653609,76
Taro Daniel,2014,0.65,0.61,0.23,0.5,0.48,10,0.31,56,49,0.5,19,85,0.18,0.32,84,0.67,0.45,0.57,2,7,124138,113
Dustin Brown,2016,0.65,0.72,0.29,0.5,0.46,180,0.44,217,166,0.7,104,324,0.23,0.36,324,0.8,0.5,0.64,13,12,344362,162
Guilherme Clezar,2014,0.65,0.67,0.15,0.29,0.35,7,0.0,12,2,0.42,3,17,0.0,0.26,16,0.56,0.4,0.54,0,3,80724,241
Tallon Griekspoor,2017,0.65,0.61,0.15,0.41,0.36,1,0.33,17,3,0.59,2,19,0.05,0.21,17,0.59,0.39,0.54,0,2,51532,239
Aslan Karatsev,2015,0.65,0.62,0.33,0.55,0.58,4,0.36,14,28,0.5,6,25,0.4,0.45,25,0.72,0.52,0.59,1,1,69405,541
Radu Albot,2015,0.65,0.6,0.32,0.35,0.49,5,0.39,54,44,0.46,15,59,0.29,0.39,62,0.53,0.45,0.51,2,5,154199,96
Lukas Lacko,2009,0.65,0.71,0.18,0.5,0.37,22,0.28,25,18,0.68,8,55,0.09,0.24,53,0.85,0.46,0.64,3,5,113102,106
Luke Saville,2016,0.65,0.67,0.25,0.53,0.42,4,0.67,10,3,0.6,8,21,0.1,0.31,21,0.81,0.47,0.62,0,1,82106,452
Simone Bolelli,2012,0.65,0.69,0.26,0.47,0.47,46,0.42,100,71,0.51,32,181,0.17,0.34,178,0.72,0.48,0.61,8,11,175915,144
Joao Souza,2010,0.65,0.67,0.32,0.52,0.43,18,0.43,25,28,0.56,9,55,0.22,0.37,53,0.79,0.49,0.62,3,2,89707,305
Maximo Gonzalez,2009,0.65,0.63,0.33,0.48,0.52,44,0.36,272,258,0.61,74,347,0.27,0.4,345,0.7,0.49,0.58,13,13,235960,538
Philip Bester,2010,0.65,0.67,0.19,0.2,0.5,3,0.33,9,3,0.56,1,9,0.11,0.31,9,0.56,0.42,0.51,0,0,3610,849
Mackenzie McDonald,2013,0.65,0.58,0.07,0.16,0.5,1,0.0,13,3,0.62,5,7,0.0,0.19,7,0.29,0.34,0.44,0,1,15034,142
Denis Istomin,2012,0.65,0.71,0.29,0.53,0.47,407,0.39,370,355,0.62,93,722,0.19,0.36,724,0.81,0.5,0.65,30,32,549563,88
Martin Klizan,2017,0.65,0.67,0.28,0.5,0.5,82,0.42,183,171,0.6,83,303,0.23,0.37,303,0.76,0.49,0.61,11,16,347977,128
Cedrik-Marcel Stebe,2013,0.65,0.66,0.28,0.51,0.43,15,0.35,32,20,0.66,5,52,0.13,0.33,50,0.78,0.47,0.61,2,3,94862,101
Nicolas Mahut,2010,0.65,0.79,0.21,0.54,0.4,178,0.47,76,36,0.7,51,206,0.08,0.28,207,0.89,0.5,0.71,3,7,142604,111
Taro Daniel,2017,0.65,0.65,0.28,0.47,0.5,42,0.36,146,104,0.62,45,190,0.19,0.36,187,0.71,0.47,0.59,4,10,336924,113
Alessandro Giannessi,2011,0.65,0.67,0.33,0.41,0.52,3,0.39,26,23,0.58,12,34,0.26,0.4,34,0.68,0.49,0.58,2,1,59703,164
Facundo Bagnis,2012,0.65,0.69,0.23,0.54,0.51,12,0.25,23,24,0.61,6,34,0.18,0.35,33,0.73,0.49,0.64,1,2,46526,223
Nikoloz Basilashvili,2017,0.65,0.65,0.29,0.49,0.5,141,0.37,384,341,0.58,154,558,0.23,0.38,563,0.71,0.49,0.59,25,27,727717,80
Blaz Kavcic,2010,0.65,0.62,0.28,0.45,0.52,28,0.45,93,67,0.49,50,137,0.22,0.37,131,0.64,0.47,0.56,7,8,133442,127
Taro Daniel,2016,0.65,0.66,0.3,0.5,0.49,73,0.42,203,172,0.64,58,253,0.28,0.38,252,0.71,0.5,0.6,10,16,261605,113
Mikhail Elgin,2013,0.65,0.35,0.09,0.18,0.42,1,0.0,6,3,0.17,0,7,0.0,0.24,6,0.17,0.26,0.29,11,15,83963,831
Ivo Karlovic,2012,0.65,0.79,0.23,0.52,0.44,506,0.28,143,157,0.64,87,405,0.11,0.3,400,0.87,0.5,0.69,16,17,304693,76
Ivo Karlovic,2013,0.65,0.82,0.21,0.54,0.4,485,0.28,93,96,0.65,96,362,0.07,0.28,365,0.91,0.5,0.72,15,13,348692,76
Taro Daniel,2015,0.65,0.62,0.24,0.49,0.44,21,0.4,62,25,0.58,11,71,0.14,0.33,70,0.63,0.45,0.57,2,6,137483,113
Ricardo Hocevar,2010,0.65,0.66,0.19,0.38,0.38,9,0.0,15,4,0.4,6,22,0.0,0.27,23,0.61,0.42,0.56,0,2,64649,823
Tommy Paul,2017,0.65,0.7,0.26,0.54,0.5,58,0.32,72,82,0.63,29,131,0.2,0.36,133,0.8,0.5,0.65,6,4,174593,163
Rogerio Dutra Silva,2012,0.65,0.66,0.25,0.51,0.47,34,0.37,73,46,0.6,19,109,0.16,0.33,105,0.72,0.47,0.61,3,4,25331,125
Fabio Fognini,2012,0.65,0.64,0.32,0.48,0.5,108,0.45,393,319,0.56,134,563,0.26,0.39,568,0.7,0.49,0.59,22,24,464383,20
Fernando Verdasco,2015,0.65,0.74,0.27,0.52,0.48,384,0.35,335,358,0.66,205,687,0.18,0.35,694,0.84,0.51,0.66,24,26,745138,37
Kyle Edmund,2013,0.65,0.72,0.21,0.48,0.47,18,0.2,32,20,0.75,8,46,0.09,0.31,46,0.83,0.47,0.63,1,3,61251,23
Kevin Anderson,2013,0.65,0.76,0.28,0.54,0.47,651,0.35,327,395,0.66,182,774,0.18,0.36,780,0.86,0.51,0.68,37,23,992501,8
Nick Kyrgios,2014,0.65,0.75,0.25,0.5,0.45,281,0.38,125,103,0.65,73,281,0.14,0.32,279,0.84,0.49,0.66,10,9,638814,25
Richard Gasquet,2014,0.65,0.73,0.28,0.56,0.5,271,0.38,228,303,0.59,78,559,0.21,0.36,571,0.84,0.51,0.67,31,19,847265,34
Rhyne Williams,2014,0.65,0.72,0.2,0.46,0.45,55,0.54,33,24,0.52,10,77,0.17,0.32,73,0.78,0.48,0.63,0,0,3787,1443
Hyeon Chung,2013,0.65,0.57,0.17,0.58,0.52,0,0.0,5,3,0.4,1,9,0.0,0.3,9,0.67,0.43,0.57,0,1,16776,19
Juan Martin del Potro,2016,0.65,0.76,0.29,0.53,0.51,277,0.38,183,304,0.64,99,402,0.29,0.37,409,0.84,0.54,0.68,32,12,902366,6
Filip Krajinovic,2010,0.65,0.63,0.3,0.49,0.44,29,0.28,56,54,0.48,18,86,0.17,0.36,86,0.66,0.47,0.58,3,5,73287,27
Di Wu,2011,0.64,0.39,0.12,0.31,0.44,0,1.0,9,1,0.33,1,7,0.14,0.27,7,0.14,0.32,0.36,0,1,5425,249
Ze Zhang,2015,0.64,0.59,0.29,0.4,0.48,20,0.54,51,24,0.51,18,55,0.24,0.36,54,0.54,0.44,0.52,3,5,130763,248
Cem Ilkel,2016,0.64,0.49,0.35,0.4,0.52,1,0.36,16,11,0.38,6,19,0.21,0.41,19,0.47,0.43,0.46,1,3,30705,244
Denis Istomin,2015,0.64,0.72,0.28,0.51,0.5,242,0.39,257,239,0.61,55,474,0.2,0.37,475,0.79,0.5,0.64,23,24,516271,88
Cem Ilkel,2017,0.64,0.72,0.25,0.47,0.42,14,0.44,18,9,0.56,6,39,0.1,0.31,36,0.78,0.46,0.63,1,4,61734,244
Aleksandr Nedovyesov,2015,0.64,0.64,0.22,0.44,0.37,11,0.15,30,26,0.43,8,53,0.08,0.29,50,0.66,0.42,0.57,2,6,139117,242
Denis Istomin,2016,0.64,0.69,0.27,0.49,0.48,171,0.37,177,147,0.55,54,319,0.17,0.35,326,0.76,0.49,0.62,9,21,405402,88
Emilio Gomez,2013,0.64,0.69,0.22,0.5,0.59,5,0.57,14,7,0.79,5,21,0.19,0.39,20,0.85,0.5,0.62,2,3,21325,518
Adrian Ungur,2014,0.64,0.63,0.29,0.47,0.56,4,0.35,25,26,0.52,10,35,0.26,0.39,33,0.64,0.48,0.57,2,4,67824,548
Denis Istomin,2011,0.64,0.66,0.28,0.5,0.47,172,0.38,243,177,0.58,69,365,0.18,0.36,363,0.72,0.48,0.61,12,22,295586,88
Jimmy Wang,2012,0.64,0.66,0.32,0.57,0.45,20,0.47,42,38,0.57,13,77,0.23,0.36,78,0.77,0.49,0.63,0,1,10355,1017
John Millman,2016,0.64,0.67,0.29,0.55,0.49,175,0.45,274,281,0.54,68,515,0.25,0.37,521,0.76,0.5,0.62,19,21,502180,91
Richard Gasquet,2011,0.64,0.72,0.32,0.53,0.5,288,0.42,255,364,0.57,110,588,0.26,0.39,609,0.82,0.52,0.65,34,20,875204,34
Denis Istomin,2013,0.64,0.72,0.27,0.52,0.47,373,0.39,392,350,0.67,117,734,0.18,0.35,740,0.82,0.5,0.65,32,30,681140,88
Kei Nishikori,2012,0.64,0.69,0.33,0.53,0.53,133,0.39,323,493,0.59,131,626,0.31,0.42,616,0.78,0.52,0.63,37,18,1026183,36
Javier Marti,2010,0.64,0.37,0.21,0.57,0.44,1,0.33,9,3,0.44,2,8,0.13,0.3,8,0.38,0.38,0.44,0,1,30521,265
Christopher Eubanks,2017,0.64,0.68,0.23,0.52,0.33,35,0.38,37,13,0.62,25,61,0.08,0.27,59,0.76,0.46,0.62,2,3,97890,290
Joao Souza,2012,0.64,0.64,0.3,0.5,0.49,48,0.36,79,80,0.48,28,149,0.19,0.37,141,0.71,0.48,0.59,6,10,128934,305
Marsel Ilhan,2010,0.64,0.69,0.29,0.51,0.49,89,0.44,100,86,0.64,21,166,0.23,0.36,164,0.78,0.5,0.63,5,10,176366,303
Joao Sousa,2016,0.64,0.7,0.29,0.47,0.5,197,0.38,412,426,0.55,122,708,0.23,0.37,702,0.74,0.5,0.62,27,34,977039,64
Tommy Haas,2014,0.64,0.72,0.29,0.53,0.5,114,0.45,118,139,0.57,50,268,0.23,0.38,272,0.81,0.51,0.65,14,11,373736,298
Marco Chiudinelli,2015,0.64,0.64,0.18,0.51,0.49,11,0.25,25,16,0.44,7,44,0.09,0.3,44,0.68,0.45,0.6,1,3,69144,464
Horacio Zeballos,2017,0.64,0.72,0.22,0.55,0.49,244,0.37,231,221,0.58,92,541,0.15,0.32,544,0.82,0.49,0.66,20,22,707542,67
Horacio Zeballos,2015,0.64,0.68,0.25,0.45,0.46,43,0.21,50,28,0.62,17,64,0.09,0.33,66,0.71,0.47,0.6,2,4,122418,67
Santiago Giraldo,2013,0.64,0.69,0.27,0.51,0.47,159,0.35,246,249,0.57,69,472,0.19,0.35,469,0.77,0.49,0.62,16,25,412767,293
Kevin Anderson,2012,0.64,0.75,0.28,0.53,0.46,638,0.35,310,321,0.66,177,711,0.16,0.35,727,0.85,0.51,0.67,30,26,632064,8
Sam Groth,2013,0.64,0.72,0.28,0.55,0.42,62,0.29,24,21,0.58,20,51,0.12,0.34,51,0.8,0.49,0.66,1,3,67154,286
Matthew Ebden,2017,0.64,0.71,0.3,0.47,0.5,75,0.36,105,129,0.61,70,182,0.26,0.39,181,0.77,0.51,0.62,9,7,193409,78
Lukas Rosol,2009,0.64,0.74,0.3,0.4,0.4,10,0.6,12,5,0.67,3,16,0.19,0.33,16,0.75,0.48,0.62,0,1,96631,284
Jiri Vesely,2016,0.64,0.72,0.27,0.55,0.48,339,0.35,246,295,0.64,132,544,0.19,0.35,544,0.84,0.51,0.66,21,22,636568,72
Fernando Verdasco,2016,0.64,0.72,0.31,0.5,0.49,348,0.38,358,405,0.63,215,659,0.23,0.38,659,0.8,0.51,0.64,29,26,771606,37
Florian Mayer,2016,0.64,0.71,0.24,0.49,0.51,92,0.37,121,110,0.59,30,231,0.18,0.35,229,0.78,0.49,0.63,10,12,695103,74
Florian Mayer,2015,0.64,0.65,0.25,0.48,0.48,66,0.41,130,74,0.62,20,169,0.18,0.34,164,0.7,0.47,0.58,4,9,226621,74
Florian Mayer,2009,0.64,0.69,0.3,0.53,0.5,31,0.35,60,66,0.57,13,105,0.22,0.37,107,0.76,0.5,0.63,3,6,146663,74
Jan Mertl,2016,0.64,0.73,0.31,0.4,0.5,17,0.4,15,20,0.6,13,26,0.31,0.38,26,0.77,0.5,0.61,1,1,35265,505
Ivo Karlovic,2010,0.64,0.84,0.24,0.51,0.42,472,0.32,94,101,0.71,52,306,0.1,0.31,313,0.91,0.51,0.72,17,9,258401,76
Pedja Krstin,2014,0.64,0.6,0.25,0.53,0.38,5,0.4,9,5,0.22,6,19,0.11,0.29,20,0.65,0.43,0.57,0,2,39644,232
Yasutaka Uchiyama,2015,0.64,0.69,0.22,0.54,0.43,12,0.13,7,8,0.29,3,20,0.05,0.3,19,0.74,0.46,0.64,0,3,7029,228
Frederik Nielsen,2013,0.64,0.51,0.22,0.47,0.52,4,0.22,18,9,0.5,5,18,0.11,0.31,18,0.5,0.41,0.5,17,16,105478,549
James Ward,2013,0.64,0.72,0.26,0.53,0.46,33,0.17,26,30,0.69,8,51,0.1,0.32,50,0.84,0.48,0.65,1,4,105764,798
Tristan Lamasine,2016,0.64,0.59,0.28,0.54,0.47,15,0.43,33,21,0.52,7,45,0.2,0.35,46,0.65,0.47,0.57,1,4,33816,398
